chat,messageDatetime,messageText
https://t.me/AargauUkraine,2022-03-18 14:32:39+00:00,"❗БЕСПЛАТНАЯ ОДЕЖДА ДЛЯ БЕЖЕНЦЕВ ИЗ УКРАИНЫ ОТ БРЕНДА TALLY WEiJL ❗

✏️ Сеть магазинов Tally Weijl устроила акцию: каждый украинский 🇺🇦 беженец может получить набор бесплатной* одежды на человека. 

*пожалуйста, уточняйте подробности акции в магазине!

❗Обратите внимание, что наличие бесплатной одежды может  варьироваться от магазина к магазину❗

📍Акция действует по всей Европе, в том числе в Швейцарии🇨🇭

📍Адреса магазинов в Цюрихе: 

🚩 Zurich HB (вокзал Цюриха)
https://goo.gl/maps/fsU5js8EdVwo9sDNA

🚩 Bahnhofstrasse 76 (Банхофштрассе 76)
https://goo.gl/maps/dt5xBPEMrephcyVv7

🚩 Kalanderplatz 1 Sihlcity (торговый центр Зилсити)
https://goo.gl/maps/qT16Y3YUwwWoVyWt5

🗞Источник: https://www.instagram.com/p/Ca4RJMwIkY1/?utm_medium=copy_link"
https://t.me/AargauUkraine,2022-03-18 14:32:54+00:00,Это на заметку кто не знает
https://t.me/AargauUkraine,2022-03-18 14:33:06+00:00,Я ещё статус не получила (
https://t.me/AargauUkraine,2022-03-18 14:33:19+00:00,На 30 франков можно скупиться один раз и не платить
https://t.me/AargauUkraine,2022-03-18 14:33:19+00:00,"Алёнка, не переживай.что- то будем делать. Швейцария помогает.ждем статус S.  Кто получил, расскажите когда?"
https://t.me/AargauUkraine,2022-03-18 14:33:45+00:00,Ехать надо в Цюрих?
https://t.me/AargauUkraine,2022-03-18 14:33:58+00:00,"Я только подала анкету и ксерокс паспорта и жду теперь ответ,два дня прошло"
https://t.me/AargauUkraine,2022-03-18 14:34:16+00:00,"Да,он есть прям на жд вокзале"
https://t.me/AargauUkraine,2022-03-18 14:34:18+00:00,Минимум 2 недели ждать
https://t.me/AargauUkraine,2022-03-18 14:34:35+00:00,А где именно ты живешь? Может мы соседи ?)
https://t.me/AargauUkraine,2022-03-18 14:34:35+00:00,"Только надо статус получить,мне сегодня отказали("
https://t.me/AargauUkraine,2022-03-18 14:35:04+00:00,Отказали в статусе?
https://t.me/AargauUkraine,2022-03-18 14:35:04+00:00,"Подскажите, у нас же проезд платный в транспорте ?"
https://t.me/AargauUkraine,2022-03-18 14:35:06+00:00,Это я за вещи
https://t.me/AargauUkraine,2022-03-18 14:35:11+00:00,"Отказали в статусе или в принято документов?
Вы где подавали?"
https://t.me/AargauUkraine,2022-03-18 14:35:19+00:00,"Бесплатно,я сегодня ездила"
https://t.me/AargauUkraine,2022-03-18 14:35:40+00:00,Я насчет вещей написала что отказали пока нет статуса S
https://t.me/AargauUkraine,2022-03-18 14:35:40+00:00,Это точно?🤭
https://t.me/AargauUkraine,2022-03-18 14:36:08+00:00,😮наша хозяйка купила нам на завтра два проездных по 26.8 каждый 😨😨😨
https://t.me/AargauUkraine,2022-03-18 14:36:10+00:00,Я сегодня ехала и еще украинцы ехали и у всех получилось при проверки
https://t.me/AargauUkraine,2022-03-18 14:36:12+00:00,Некоторые писали что хватает документы предоставить что вы подали на статус .
https://t.me/AargauUkraine,2022-03-18 14:36:21+00:00,Да очень дорого
https://t.me/AargauUkraine,2022-03-18 14:36:27+00:00,Показали паспорт ?
https://t.me/AargauUkraine,2022-03-18 14:36:34+00:00,Да
https://t.me/AargauUkraine,2022-03-18 14:36:52+00:00,Вроде говорили что для беженцев проезд сделали бесплатным
https://t.me/AargauUkraine,2022-03-18 14:37:20+00:00,"Да,на себе проверила"
https://t.me/AargauUkraine,2022-03-18 14:37:21+00:00,В каком-то одном кантоне
https://t.me/AargauUkraine,2022-03-18 14:37:39+00:00,Где бы узнать точно
https://t.me/AargauUkraine,2022-03-18 14:37:49+00:00,"Адрес: Zürcherstrasse 11a, 5400 Baden"
https://t.me/AargauUkraine,2022-03-18 14:38:22+00:00,А то не хочется на 100 швейцарских франков попасть
https://t.me/AargauUkraine,2022-03-18 14:38:23+00:00,При покупке билета сначала спросите а потом покупайте!
https://t.me/AargauUkraine,2022-03-18 14:38:29+00:00,30 минут пешком от меня
https://t.me/AargauUkraine,2022-03-18 14:38:39+00:00,Почти соседи)
https://t.me/AargauUkraine,2022-03-18 14:38:47+00:00,Хозяйка сама была в городе. Привезла мне билеты 😞
https://t.me/AargauUkraine,2022-03-18 14:39:28+00:00,
https://t.me/AargauUkraine,2022-03-18 14:39:31+00:00,Алёна вы уже родили ?
https://t.me/AargauUkraine,2022-03-18 14:39:43+00:00,"Нет,только 4 месяца беременности)"
https://t.me/AargauUkraine,2022-03-18 14:40:07+00:00,"О, самое приятное время!"
https://t.me/AargauUkraine,2022-03-18 14:40:31+00:00,"Да,но совсем собятиями не могу даже насладиться😔"
https://t.me/AargauUkraine,2022-03-18 14:41:26+00:00,"К сожалению так, но всё равно  нужно оставаться позитивной!"
https://t.me/AargauUkraine,2022-03-18 14:41:31+00:00,"Здравствуйте! Подскажите, в каком размеры выплаты на взрослого и ребенка? Возможно, кто-то оформил уже"
https://t.me/AargauUkraine,2022-03-18 14:42:03+00:00,А вы где живёте? Куда Вас распределили?
https://t.me/AargauUkraine,2022-03-18 14:42:27+00:00,"Ещё едем только, сказали Фрик. А дальше не знаю"
https://t.me/AargauUkraine,2022-03-18 14:43:06+00:00,В некоторых центрах им дают по 13 Фр в день на человека.
https://t.me/AargauUkraine,2022-03-18 14:43:27+00:00,В других из кормят и дают жильё и пока они не получат статус не выдают никаких выплат .
https://t.me/AargauUkraine,2022-03-18 14:43:46+00:00,Везде по разному.
https://t.me/AargauUkraine,2022-03-18 14:45:02+00:00,"Сразу говорю если люди едут из за финансовой помощи то для Швейцарии это не большие деньги, в Германии лучше. А если за уровнем жизни то Вам сюда."
https://t.me/AargauUkraine,2022-03-18 14:45:46+00:00,Нас пригласили работать. Это я по ходу уже спрашиваю)
https://t.me/AargauUkraine,2022-03-18 14:47:06+00:00,https://facebook.com/events/s/%D0%B2%D0%B8%D0%B4%D0%B0%D1%87%D0%B0-%D0%BE%D0%B4%D1%8F%D0%B3%D1%83-%D0%B4%D0%BB%D1%8F-%D0%B1%D1%96%D0%B6%D0%B5%D0%BD%D1%86%D1%96%D0%B2-%D0%B7-%D1%83%D0%BA/677557263696988/
https://t.me/AargauUkraine,2022-03-18 14:56:22+00:00,
https://t.me/AargauUkraine,2022-03-18 14:56:34+00:00,Официальную информацию такую нашла
https://t.me/AargauUkraine,2022-03-18 15:06:12+00:00,
https://t.me/AargauUkraine,2022-03-18 15:07:52+00:00,
https://t.me/AargauUkraine,2022-03-18 15:08:03+00:00,
https://t.me/AargauUkraine,2022-03-18 15:30:15+00:00,"А вот если работать , то  они посчитают вашу зарплату и потом если не хватает добавят , а если хватает то ничего."
https://t.me/AargauUkraine,2022-03-18 15:31:22+00:00,"Это Swiss Pass, а нужно наверно от SBB"
https://t.me/AargauUkraine,2022-03-18 15:32:33+00:00,"Лучше всего спрашивать  при покупке. Каждый день всё меняется, даже работники центров говорят то что актуально сегодня может быть не актуальным завтра ."
https://t.me/AargauUkraine,2022-03-18 15:52:10+00:00,
https://t.me/AargauUkraine,2022-03-18 16:02:20+00:00,
https://t.me/AargauUkraine,2022-03-18 16:04:02+00:00,"Привет! Я Лена, админка https://t.me/UASchweiz, соавтор бота https://t.me/UAhelpCHbot"
https://t.me/AargauUkraine,2022-03-18 16:04:54+00:00,"И да, я живу в кантоне Ааргау, точнее неподалёку от Аарау и никогда не думала, что мне так понравится жить в маленьком городе"
https://t.me/AargauUkraine,2022-03-18 16:05:58+00:00,"Подскажите, есть ли там или неподалеку музыкальные школы?"
https://t.me/AargauUkraine,2022-03-18 16:06:34+00:00,"На меня вчера вышли официальные организаторы от государства, на следующей неделе мб будет полезная информация (пока не знаю какая, очень все бурно и они сами признаются, что хаотично во всех смыслах)"
https://t.me/AargauUkraine,2022-03-18 16:06:47+00:00,"Есть, да. Ищите Musikschule"
https://t.me/AargauUkraine,2022-03-18 16:09:48+00:00,"В Аарау беженцами будет заниматься Каритас, можете полистать их сайт с Гугл-транслейтом, мб найдёте что-то полезное: https://www.caritas-aargau.ch/hilfe-finden/fluechtlingsberatung"
https://t.me/AargauUkraine,2022-03-18 16:10:19+00:00,Мероприятия для беженцев в марте в Аарау: https://www.ag.ch/media/kanton_aargau/dgs/dokumente_4/asyl__und_fluechtlingswesen_1/monatsprogramme/Aarau.pdf
https://t.me/AargauUkraine,2022-03-18 16:11:37+00:00,"Это спорт, кафе (скорее всего кофе предоставят бесплатно), женская встреча, визит в ратхаус, курсы немецкого с нуля и тд (на многое надо записываться)"
https://t.me/AargauUkraine,2022-03-18 16:12:30+00:00,"А нету чего-то в Бадене, некоторым слишком далеко туда ехать."
https://t.me/AargauUkraine,2022-03-18 16:14:08+00:00,Всякое полезное в Бадене может быть тут: https://www.integrationregionbaden.ch/
https://t.me/AargauUkraine,2022-03-18 16:15:05+00:00,"Курсы немецкого для беженцев в Бадене, в тч с детской комнатой (Kinderbetreuung) https://www.integrationregionbaden.ch/integration-region-baden/information/deutsch-lernen.html/2205"
https://t.me/AargauUkraine,2022-03-18 16:16:00+00:00,“Кафе»: https://www.integrationregionbaden.ch/integration-region-baden/veranstaltungen.html/2186/event/17613/eventdate/1063378. Дайте знать бесплатный кофе или нет :)
https://t.me/AargauUkraine,2022-03-18 16:16:54+00:00,Прочитала там бесплатные курс А1  плюс уход за ребёнком.
https://t.me/AargauUkraine,2022-03-18 16:17:01+00:00,"Консультации по всем вопросам (школ, работа, жильё и тд): https://www.integrationregionbaden.ch/integration-region-baden/beratung.html/2177"
https://t.me/AargauUkraine,2022-03-18 16:17:36+00:00,"Круто же, правда? Только точно выясняйте, нужна ли предварительная запись (зная Швейцарию скорее всего нужна)"
https://t.me/AargauUkraine,2022-03-18 16:18:34+00:00,Прочие мероприятия (от танцев до обмена одеждой): https://www.integrationregionbaden.ch/integration-region-baden/veranstaltungen.html/2185
https://t.me/AargauUkraine,2022-03-18 16:19:03+00:00,"Короче, не ленитесь, Гугл-переводчик в руки и ползайте по этим сайтам, в них масса полезного"
https://t.me/AargauUkraine,2022-03-18 16:19:26+00:00,
https://t.me/AargauUkraine,2022-03-18 16:19:46+00:00,"Круто. Скорей всего! Есть курсы до А2 по 5 франков за урок, жаль что нету дальше В уровня. Я бы пошла!"
https://t.me/AargauUkraine,2022-03-18 16:19:59+00:00,Аналогичный сайт с полезной инфой по Аарау: https://www.gesellschaft-aarau.ch/integration/integrationsfoerderung.html/505
https://t.me/AargauUkraine,2022-03-18 16:20:37+00:00,Свяжитесь и спросите какие могут быть опции. Проактивность и желание взять ответственность за свою судьбу в свои руки тут очень ценят и уважают
https://t.me/AargauUkraine,2022-03-18 16:21:21+00:00,Это я знаю.
https://t.me/AargauUkraine,2022-03-18 16:21:39+00:00,"Если умеете учиться самостоятельно, то ищите материалы deutsche Welle deutsch lernen. И книжки и диски в библиотеке. На 99% уверена, что беженцам членские взносы скинут сейчас"
https://t.me/AargauUkraine,2022-03-18 16:23:15+00:00,"Я готовлю к экзамену В2 и мне не хватает общения. Да и человека который бы меня корректировал в случае ошибки, а то Швейцарцы не очень любят это дело😅."
https://t.me/AargauUkraine,2022-03-18 16:31:14+00:00,"Treffcafe в помощь. Без коррекции но хотя бы практика. Ещё бывает Tandempartner. Вы помогаете с русским, а вам - с немецким. Гуглите, это вполне распространено. Мб сейчас будет любопытство к украинскому ещё"
https://t.me/AargauUkraine,2022-03-18 16:34:14+00:00,"Короче, всем бы ваши проблемы :)"
https://t.me/AargauUkraine,2022-03-18 16:52:31+00:00,Уже всё это проходили.
https://t.me/AargauUkraine,2022-03-18 16:56:39+00:00,"Ну да, у меня же нету брату на войне за которого я переживаю каждый день или я не хожу каждый день в центр беженцев и помогаю с переводами. А сколько выгодных я  пожертвовала на помощь по собиранию гуманитарки. Ещё хочется моих проблем??"
https://t.me/AargauUkraine,2022-03-18 17:01:58+00:00,"@SymbioticMe , спасибо вам огромное за информацию!!!"
https://t.me/AargauUkraine,2022-03-18 17:02:35+00:00,
https://t.me/AargauUkraine,2022-03-18 17:06:03+00:00,"Конечно нет. Извините, я не хотела обесценивать ваших, такого пиздеца, простите, никому не пожелаешь. У меня тоже родственники в Украине и в частности в Харькове. Пограничники. Я думаю нет смысла мериться чьи проблемы проблемнее. Я имела ввиду, естественно уровень немецкого. С уровнем B1-B2 вы можете начать работать буквально уже завтра, многим тут такой старт и не снился, любая бытовая проблема превращается в трудноразрешимый квест"
https://t.me/AargauUkraine,2022-03-18 17:08:27+00:00,
https://t.me/AargauUkraine,2022-03-18 17:08:54+00:00,
https://t.me/AargauUkraine,2022-03-18 19:17:20+00:00,
https://t.me/AargauUkraine,2022-03-18 19:19:28+00:00,
https://t.me/AargauUkraine,2022-03-18 19:25:20+00:00,
https://t.me/AargauUkraine,2022-03-18 19:26:58+00:00,"Всем привет! Спасибо за приглашение! Мы (Денис из Харькова и Зина из Питера) живём в Аарау. У нас есть мало используемая комната с двухместной кроватью которую мы готовы предложить тем кому нужно временное место поспать/отдохнуть/переждать. Если появятся нуждающиеся, пишите!"
https://t.me/AargauUkraine,2022-03-18 19:33:42+00:00,
https://t.me/AargauUkraine,2022-03-18 19:36:20+00:00,
https://t.me/AargauUkraine,2022-03-18 19:58:25+00:00,
https://t.me/AargauUkraine,2022-03-18 20:03:33+00:00,https://www.aargauerzeitung.ch/aargau/kanton-aargau/aargau-ukraine-news-218-fluechtende-aus-der-ukraine-in-den-aargau-zugeteilt-aarau-bietet-zeitnah-28-wohnungen-fuer-fluechtlinge-an-ld.2258255
https://t.me/AargauUkraine,2022-03-18 20:12:53+00:00,
https://t.me/AargauUkraine,2022-03-18 20:16:32+00:00,
https://t.me/AargauUkraine,2022-03-18 20:19:06+00:00,"Кстати, если кому нужна коляска на тоддлера, то в Аарау её можно забрать завтра в первой половине дня, пишите мне в ЛС"
https://t.me/AargauUkraine,2022-03-18 20:22:40+00:00,
https://t.me/AargauUkraine,2022-03-18 20:45:44+00:00,
https://t.me/AargauUkraine,2022-03-18 20:45:49+00:00,"Добрый вечер!
Семья (1 женщина, 1 беременная женщина, мужчина 60 лет, ребенок 13 лет, ребенок 3 года) ищут временное жильё на 2-4 недели. Желательно в районе Цюриха или кантон Аргау."
https://t.me/AargauUkraine,2022-03-18 20:46:27+00:00,
https://t.me/AargauUkraine,2022-03-18 20:48:31+00:00,
https://t.me/AargauUkraine,2022-03-18 20:49:33+00:00,"Ребята, а вы далеко от Цюриха? Иногда на вокзал приезжают люди, которым негде остаться на ночь/на две…"
https://t.me/AargauUkraine,2022-03-18 20:50:59+00:00,25 минут на поезде
https://t.me/AargauUkraine,2022-03-18 20:52:13+00:00,"Возможен ли вариант, что к вам можно их привозить? Я волонтер на вокзале, мы встречаем прибывающих и распределяем их дальше. Обычно всех расселяют, но бывают ситуации, когда нет мест."
https://t.me/AargauUkraine,2022-03-18 20:55:51+00:00,"Можно, но максимально 2 человека на пару дней, больше не разрешили заёмщики к сожалению так как только одна свободная комната"
https://t.me/AargauUkraine,2022-03-18 20:59:48+00:00,
https://t.me/AargauUkraine,2022-03-18 21:07:23+00:00,
https://t.me/AargauUkraine,2022-03-18 21:07:30+00:00,
https://t.me/AargauUkraine,2022-03-18 21:15:55+00:00,"Я на следующей неделе встречаюсь с представительницей Каритас, они будут заниматься беженцами тут. Я узнаю, что можно сделать в эту сторону. Волонтёров дежурить на вокзале тут не наберется, но мб можно организовать «заезд» раз или два в день. Типа согласовываем «20 человек поездом в 18.09» и кто-то этот поезд встречает."
https://t.me/AargauUkraine,2022-03-18 21:17:28+00:00,"На след неделе 100% начнётся сортировка между кантонами, потому что Цюрих скоро лопнет. Так что мб у них есть свои схемы, я бы не стала делать больших шагов без согласования с местными организациями (расселить их своими силами всё равно не выйдет)"
https://t.me/AargauUkraine,2022-03-18 21:17:57+00:00,
https://t.me/AargauUkraine,2022-03-18 21:18:15+00:00,"Мы не расселяем своими силами, все согласовывается с полицией и SIP, мы им просто помогаем в Цюрихе на вокзале."
https://t.me/AargauUkraine,2022-03-18 21:23:51+00:00,
https://t.me/AargauUkraine,2022-03-18 21:27:31+00:00,
https://t.me/AargauUkraine,2022-03-18 21:35:20+00:00,
https://t.me/AargauUkraine,2022-03-18 21:36:17+00:00,
https://t.me/AargauUkraine,2022-03-18 22:09:32+00:00,
https://t.me/AargauUkraine,2022-03-18 22:20:49+00:00,"Девочки, живём в Аарау, нам передали пакет вещей на сына, но нам половина мала. Больше на 86-92, нам уже два с половиной. Резиновые сапожки на 23. Кому-то актуально? Только самовывоз, пожалуйста"
https://t.me/AargauUkraine,2022-03-18 22:40:34+00:00,
https://t.me/AargauUkraine,2022-03-18 22:40:49+00:00,
https://t.me/AargauUkraine,2022-03-19 05:46:14+00:00,
https://t.me/AargauUkraine,2022-03-19 06:40:57+00:00,
https://t.me/AargauUkraine,2022-03-19 07:26:27+00:00,
https://t.me/AargauUkraine,2022-03-19 07:31:51+00:00,
https://t.me/AargauUkraine,2022-03-19 07:54:24+00:00,
https://t.me/AargauUkraine,2022-03-19 08:15:48+00:00,
https://t.me/AargauUkraine,2022-03-19 08:26:49+00:00,
https://t.me/AargauUkraine,2022-03-19 08:42:33+00:00,
https://t.me/AargauUkraine,2022-03-19 08:45:57+00:00,"Всем привет, мы живем в городе зур . Нас приютила прекрасная семья . Подали заявку онлайн на статус, ждём приглашения в центр ."
https://t.me/AargauUkraine,2022-03-19 08:48:46+00:00,
https://t.me/AargauUkraine,2022-03-19 08:55:54+00:00,
https://t.me/AargauUkraine,2022-03-19 08:59:00+00:00,"Доброе утро всем. 
Мы семья из Одессы. Сегодня выезжаем из Кишинева в Швейцарию. Нас встретят знакомые. Ребята, может кто то уже сталкивался - как обстоят дела со студентами Медина?"
https://t.me/AargauUkraine,2022-03-19 09:13:30+00:00,Медина?
https://t.me/AargauUkraine,2022-03-19 09:13:56+00:00,
https://t.me/AargauUkraine,2022-03-19 09:50:11+00:00,
https://t.me/AargauUkraine,2022-03-19 09:52:40+00:00,
https://t.me/AargauUkraine,2022-03-19 09:59:36+00:00,
https://t.me/AargauUkraine,2022-03-19 10:01:18+00:00,
https://t.me/AargauUkraine,2022-03-19 10:04:47+00:00,
https://t.me/AargauUkraine,2022-03-19 10:17:43+00:00,
https://t.me/AargauUkraine,2022-03-19 10:20:23+00:00,
https://t.me/AargauUkraine,2022-03-19 10:21:57+00:00,
https://t.me/AargauUkraine,2022-03-19 10:43:16+00:00,Кто-то есть из Бадена или округа? У меня сестра тут с 2 детьми 12 и 14 лет. Если вдруг кто хочет скооперироватьс или просто общаться
https://t.me/AargauUkraine,2022-03-19 10:44:26+00:00,"Добрый день!

Подскажите, пожалуйста, из Айкена/Фрика в Цюрих можно ехать бесплатно по паспорту? Или это действует только в пределах северо-западного региона?

Спасибо"
https://t.me/AargauUkraine,2022-03-19 10:48:45+00:00,"Очень тонкий момент. На сейчас принято, что можно доехать один раз до места следования. Дальше нюансы. Базель вроде дал бесплатный проезд по своей сети. Многие получали штампы-бумажки от миграционных контор (скажем Люцерну надо ехать регистрироваться аж в Кьяссо в Тичино). По факту контролеры пускают по паспорту но де юре это незаконно (хотя такой вопрос поставлен в парламенте, возможно скоро де юре подтянется). Если поймают-оштрафуют, то например на продление разрешения административные протоколы влияют"
https://t.me/AargauUkraine,2022-03-19 11:57:35+00:00,
https://t.me/AargauUkraine,2022-03-19 12:26:25+00:00,
https://t.me/AargauUkraine,2022-03-19 12:59:41+00:00,Я ехала с билетом сегодня но его никто не проверял. Подскажите где его нужно сканировать
https://t.me/AargauUkraine,2022-03-19 13:01:47+00:00,В Швейцарии билеты ненужно сканировать
https://t.me/AargauUkraine,2022-03-19 13:01:57+00:00,🤭😅
https://t.me/AargauUkraine,2022-03-19 13:02:18+00:00,У водителя на англ спрашивала не понял
https://t.me/AargauUkraine,2022-03-19 13:06:07+00:00,"Смотря какой у вас билет.  Некоторые нужно пробовать в оранжевых таких штучках,  они есть в автобусе или на вокзале...
А есть билеты которые куплены на 2 часа ( или на весь день ) . С ними нечего не нужно делать"
https://t.me/AargauUkraine,2022-03-19 13:06:35+00:00,На весь день 😪я попробую на обратной дороге. Спасибо
https://t.me/AargauUkraine,2022-03-19 13:10:06+00:00,Вот такие нужно пробивать
https://t.me/AargauUkraine,2022-03-19 13:10:07+00:00,А такие не нужно
https://t.me/AargauUkraine,2022-03-19 13:10:39+00:00,Под фото подписала какие нужно пробивать
https://t.me/AargauUkraine,2022-03-19 13:42:44+00:00,
https://t.me/AargauUkraine,2022-03-19 14:08:16+00:00,"Hello! I am originally from Lithuania, and live now close to Aarau. I speak english, german and very little russian. If someone needs help translating german-english, i can help. Also I am veterinarian, can give free veterinary advice for ukrainian pet owners😊"
https://t.me/AargauUkraine,2022-03-19 14:48:59+00:00,
https://t.me/AargauUkraine,2022-03-19 15:15:08+00:00,
https://t.me/AargauUkraine,2022-03-19 15:30:41+00:00,
https://t.me/AargauUkraine,2022-03-19 16:52:07+00:00,
https://t.me/AargauUkraine,2022-03-19 17:03:07+00:00,
https://t.me/AargauUkraine,2022-03-19 17:03:08+00:00,
https://t.me/AargauUkraine,2022-03-19 17:19:07+00:00,
https://t.me/AargauUkraine,2022-03-19 17:35:12+00:00,
https://t.me/AargauUkraine,2022-03-19 17:53:22+00:00,
https://t.me/AargauUkraine,2022-03-19 17:59:27+00:00,
https://t.me/AargauUkraine,2022-03-19 18:40:12+00:00,
